PM2.5, PM10, SO2, NO2, CO, O3, U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, 
5.32,5.46,0.78,0.31,0.16,69.23,13.11,-3.53,271.56,44.78,82290.17,41.71,97.35, 
5.37,5.51,0.78,0.31,0.16,68.49,11.23,-4.83,273.07,40.4,83978.82,41.72,97.53, 
5.05,5.19,0.77,0.31,0.16,67.3,8.18,-5.88,273.24,39.7,84633.37,41.73,97.71, 
4.44,4.58,0.77,0.31,0.16,66.54,7.12,-5.9,272.51,41.3,84159.64,41.74,97.89, 
4.06,4.19,0.76,0.31,0.16,65.45,7.82,-5.36,272.39,41.63,84110.97,41.75,98.07, 
3.83,3.96,0.75,0.33,0.16,64.68,8.54,-4.78,272.59,41.48,84474.82,41.76,98.24, 
3.67,3.8,0.75,0.35,0.16,63.97,9.42,-4.52,272.74,41.49,84587.97,41.77,98.42, 
3.72,3.85,0.75,0.37,0.16,63.73,10.12,-4.3,273.38,40.17,85257.43,41.78,98.6, 
3.57,3.71,0.74,0.39,0.16,62.66,9.87,-3.7,274.11,38.82,86337.3,41.78,98.78, 
3.52,3.66,0.75,0.41,0.16,61.91,9.47,-2.92,274.59,38.26,87374.14,41.79,98.96, 
3.52,3.66,0.75,0.43,0.16,61.45,9.45,-2.24,275.24,37.21,88521.82,41.8,99.14, 
3.56,3.71,0.76,0.44,0.16,61.1,9.48,-1.83,275.88,36.09,89402.88,41.81,99.32, 
3.63,3.78,0.76,0.44,0.16,60.7,9.45,-1.51,276.41,35.1,89926.92,41.81,99.5, 
3.68,3.83,0.76,0.48,0.16,60.04,9.15,-1.21,276.84,34.27,90299.41,41.82,99.68, 
3.66,3.82,0.77,0.53,0.16,59.58,8.45,-1,276.87,34.28,90335.11,41.83,99.86, 
3.6,3.76,0.78,0.57,0.16,59.08,7.62,-0.75,276.6,34.99,90220.65,41.83,100.04, 
3.55,3.73,0.83,0.63,0.16,58.68,7.01,-0.35,276.51,35.41,90273.84,41.84,100.22, 
3.49,3.68,0.91,0.71,0.16,58.25,6.81,0.07,276.62,35.44,90340.94,41.84,100.4, 
3.5,3.72,1.01,0.82,0.16,57.62,6.84,0.43,276.79,35.5,90347.96,41.85,100.58, 
3.53,3.78,1.11,0.86,0.16,56.83,6.85,0.66,276.93,35.74,90396.97,41.86,100.76, 
3.59,3.87,1.2,0.9,0.16,55.94,6.61,0.6,276.96,36.15,90462.25,41.86,100.94, 
3.76,4.07,1.32,0.98,0.16,55.14,5.84,0.48,276.76,37.12,90515.51,41.87,101.12, 
5.83,6.2,1.47,1,0.16,53.25,4.76,0.75,276.62,38.28,90585.74,41.87,101.3, 
6.88,7.31,1.63,1.06,0.17,51.63,4.09,1.17,276.27,40.43,90771.57,41.88,101.48, 
6.9,7.37,1.75,1.14,0.17,50.76,3.87,1.37,276.16,41.81,90992.97,41.88,101.66, 
6.74,7.24,1.82,1.24,0.17,50.34,3.53,1.2,276.09,42.78,90986.11,41.88,101.84, 
6.47,6.98,1.86,1.24,0.17,50.29,3.07,1.31,275.65,44.51,90388.75,41.89,102.02, 
6.27,6.78,1.86,1.27,0.17,51,3.05,1.81,275.04,46.17,89490.74,41.89,102.2, 
6.13,6.64,1.87,1.35,0.17,51.12,3.66,2.1,274.65,47.39,88810.5,41.89,102.38, 
5.92,6.43,1.85,1.27,0.17,50.5,4.53,2.34,274.71,47.02,88338.35,41.9,102.57, 
5.8,6.3,1.84,1.22,0.17,50.34,4.44,1.89,274.71,47.29,88447.6,41.9,102.75, 
5.57,6.05,1.77,1.13,0.17,50.5,3.51,1.21,274.65,47.72,88536.04,41.9,102.93, 
5.36,5.82,1.72,1.06,0.17,51.34,3.5,0.91,274.34,48.55,88042.19,41.91,103.11, 
5.17,5.61,1.67,1.01,0.17,51.37,4.2,1.03,274.21,48.93,87754.95,41.91,103.29, 
6.13,6.91,2.71,1.6,0.18,41.44,4.34,5.42,276.4,47.72,90678.8,41.92,105.81, 
6.78,7.71,3.48,2.1,0.18,41.03,5.38,7.44,276.72,46.84,90010.27,41.92,105.99, 
7.32,8.33,4.08,2.47,0.18,42.17,6.47,8.79,277.04,45.23,89655.26,41.91,106.17, 
7.63,8.69,4.5,2.75,0.19,43.52,7.06,9.13,277.53,42.99,89776.46,41.91,106.35, 
7.65,8.77,4.77,2.92,0.19,44.86,7.22,8.77,277.92,40.95,89686.92,41.91,106.53, 
7.8,9.05,5.08,3.17,0.19,45.32,7.22,8.03,278.02,39.66,89208.46,41.91,106.71, 
8.5,10.12,5.57,3.63,0.2,44.93,6.85,7.11,277.66,39.68,88277.87,41.91,106.89, 
12.13,15.56,7.94,5.82,0.25,43.57,6.28,7.43,276.68,41.42,86974.35,41.9,107.07, 
16.65,22.29,10.22,8.12,0.32,43.17,6.22,8.65,275.52,43.71,85767.43,41.9,107.25, 
17.81,24,10.44,8.45,0.33,43.93,6.36,9.53,274.8,45.26,85223.18,41.9,107.43, 
17.97,23.99,10.28,8.32,0.33,43.77,6.3,10.07,274.33,46.37,85010.53,41.89,107.62, 
17.83,23.61,10.34,8.23,0.33,43.6,6.21,10.42,274.48,45.76,85059.23,41.89,107.8, 
19.04,25.34,11.16,8.86,0.36,42.04,4.63,10.26,274.67,45.33,85602.4,41.89,107.98, 
22.84,31.27,14.18,11.7,0.43,37.63,1.81,10.07,273.52,50.26,85989.25,41.88,108.16, 
24.21,33.14,16.19,14.15,0.45,36.19,0.13,10.63,272.32,55.3,85762.59,41.88,108.34, 
24.04,33.28,17.34,16.54,0.46,34.35,-0.05,12.1,271.86,56.78,84975.98,41.88,108.52, 
22.69,32.05,17.07,17.68,0.44,34.7,1.03,11.52,271.37,58.52,83934.03,41.87,108.7, 
22.37,32.39,16.42,19.94,0.45,33.81,2.85,12.21,270.77,61.14,83106.01,41.87,108.88, 
22.95,34.33,17.32,23.12,0.49,32.78,4.31,12.06,271.01,59.88,83010.38,41.86,109.06, 
23.49,36.35,18.43,26.55,0.52,32.5,4.92,11.37,271.65,57.1,83321.05,41.86,109.24, 
25,40.21,20.39,31.25,0.58,30.7,5.26,11.07,271.94,55.75,83381.41,41.85,109.42, 
27.38,45.82,23.67,36.87,0.65,28.59,5.43,10.55,272.15,55.03,83505.92,41.84,109.6, 
29.87,51.64,27.26,42.83,0.72,26.26,5.31,10.13,272.19,55.2,83704.12,41.84,109.78, 
31.1,54.59,28.84,46.23,0.75,25.54,5.63,10.17,272.21,55.53,83869.65,41.83,109.96, 
31.99,55.99,28.37,46.46,0.77,25.62,6.2,10.69,272.56,54.81,84489.41,41.83,110.14, 
31.17,54.05,26.65,44.37,0.75,27.41,5.89,10.19,273.28,52.8,85534.12,41.82,110.32, 
28.91,49.49,23.46,40.77,0.69,30.86,5.16,9.28,273.7,51.25,85901.7,41.81,110.5, 
27.41,46.35,20.69,37.76,0.65,33.64,5.38,9.2,273.57,50.76,85295.71,41.81,110.68, 
26.73,44.88,18.98,35.92,0.63,35.6,5.89,9.22,273.91,48.86,85156.62,41.8,110.86, 
27.21,45.62,18.14,35.27,0.64,36.55,5.65,9.05,274.22,47.55,85166.47,41.79,111.04, 
29.37,49.74,18.26,36.45,0.68,33.97,5.09,8.9,273.9,48.29,84759.24,41.78,111.22, 
33.69,58.89,19.98,41.4,0.8,29.78,4.33,9.28,273.61,49.72,85103.52,41.78,111.4, 
41.59,76.66,26.62,52.67,1.09,23.08,3.82,9.77,273.14,52.6,85714.06,41.77,111.58, 
43.12,80.2,27.76,55.11,1.15,23.86,4.41,9.75,272.67,54.32,85537.97,41.76,111.76, 
40.89,75.29,25.33,52.12,1.07,27.24,5.82,9.36,272.67,52.95,84726.85,41.75,111.93, 
38.49,70.1,23.2,48.67,0.99,30.32,7.41,8.88,273.03,49.91,83926.33,41.74,112.11, 
36.59,65.7,21.48,45.19,0.93,32.59,7.86,8.42,273.52,47.75,84074.41,41.73,112.29, 
33.53,59.48,19.52,40.72,0.84,35.76,7.15,8.42,273.78,47.89,84984.12,41.72,112.47, 
30.8,54.29,18.12,36.61,0.75,38.41,6.49,9.07,273.79,48.95,85776.77,41.71,112.65, 
28.65,50.38,17.1,33.31,0.69,39.56,5.75,7.68,273.83,49.45,86017.68,41.7,112.83, 
28.03,49.42,17.24,31.76,0.67,38.11,4.84,6.18,273.47,50.06,85491.67,41.69,113.01, 
28.67,51.54,19.48,32.24,0.7,35.21,4.01,5.23,272.87,51.64,84793.95,41.68,113.19, 
29.63,55.18,21.95,33.06,0.73,32.94,3.4,5.48,272.45,53.5,84787.1,41.67,113.37, 
31.82,62.2,28.38,35.28,0.8,29.53,3.09,5.97,272.27,55.19,85363.11,41.66,113.55, 
33.93,68.73,34.85,36.7,0.83,27.23,2.82,5.74,272.09,57.87,85774.34,41.65,113.73, 
36.03,74.71,38.95,37.06,0.86,25.65,2.92,5.76,271.97,59.89,86093.86,41.64,113.91, 
38.25,80.7,40.14,38.01,0.89,24.6,2.89,5.99,272.15,60.89,86605.16,41.63,114.09, 
39.47,83.85,37.17,38.05,0.91,24.2,3,6.15,272.1,57.43,86839.56,41.62,114.27, 
38.48,80.82,32.22,36.88,0.87,27.04,3.12,6.02,272.44,59.49,86607.41,41.61,114.45, 
38.33,79.96,28.04,35.69,0.89,27.55,2.81,6.83,272.18,58.68,86167.24,41.59,114.62, 
38.23,79.74,25.21,35.51,0.91,27.75,2.91,7.31,271.62,56.28,85959.7,41.58,114.8, 
37.03,76.57,22.3,35.16,0.87,28.9,3.03,7.29,271.47,54.86,86278.7,41.57,114.98, 
34.01,66.95,18.04,31.6,0.76,31.62,3.38,7.76,271.71,52.55,86317.81,41.56,115.16, 
32.99,62.33,15.49,28.96,0.7,32.78,3.83,7.64,272.08,49.36,85821.75,41.54,115.34, 
34.93,63.27,13.3,28.87,0.69,31.87,2.9,7.1,271.65,50.95,85425.37,41.53,115.52, 
38.58,66.35,11.24,30.57,0.71,31.48,1.64,7.23,270.33,56.96,85136.71,41.52,115.7, 
38.76,64.26,10.26,30.72,0.69,33,1.84,7.51,269.75,57.14,84366.23,41.5,115.88, 
38.38,62.18,9.59,30.75,0.67,33.46,4.08,6.8,269.21,56.16,83118.04,41.49,116.05, 
39.46,62.6,9.12,32.06,0.69,32.58,5.24,5.14,269.96,53.51,83961.75,41.47,116.23, 
40.71,64.11,8.21,33.07,0.76,28.83,1.43,3.27,271.3,53.95,87999.27,41.46,116.41, 
42.36,68.01,8.21,34.32,0.84,26.35,-1.57,3.07,270.87,58.69,90086.95,41.45,116.59, 
41.13,67,8.33,34.13,0.83,26.4,0.53,3.34,270.05,61.52,88782.41,41.43,116.77, 
41.34,68.49,8.47,34.69,0.85,25.9,2.45,3.68,270.27,61.78,89378.46,41.42,116.95, 
41.84,71.09,8.54,36.15,0.89,24.68,1.75,2.85,271.08,61.39,91578.91,41.4,117.12, 
42.56,75.39,8.51,37.95,0.94,23.48,1.3,2.8,271.27,62.12,92348.19,41.39,117.3, 
45.17,85.03,8.64,39.83,1.05,21.87,1.14,3.14,271.64,61.1,93065.16,41.37,117.48, 
47.61,94.69,9.25,41.07,1.16,20.55,0.31,2.75,271.95,58.43,93458.48,41.35,117.66, 
48.72,102.11,10.68,41.52,1.25,19.73,-0.24,1.99,271.81,56.88,93245.82,41.34,117.83, 
47.26,101.49,11.33,40.19,1.25,20.19,-0.89,1.2,272.08,55.82,94150.2,41.32,118.01, 
45.35,97.43,10.55,38.92,1.2,21.53,-0.76,2,271.93,56.74,93460.57,41.31,118.19, 
46.31,98.63,11.07,39.5,1.23,21.58,1.68,3.66,270.82,60.24,91278.6,41.29,118.37, 
52.34,111.55,12.43,42.61,1.4,20.19,3.52,5.25,271.08,60.23,91583.07,41.27,118.55, 
57.75,122.04,13.47,43.63,1.55,19.44,2.97,6.28,271.64,61.34,92716.8,41.25,118.72, 
57.75,120.24,13.75,42.22,1.53,20.19,2.73,6.29,271.59,63.97,92833.53,41.24,118.9, 
60.36,121.99,14.86,42.18,1.55,20.59,3,5.7,272.42,63.38,94354.48,41.22,119.08, 
60.16,119.39,16.34,41.7,1.55,20.93,2.05,4.97,273.46,60.31,96340.93,41.2,119.25, 
54.48,108.52,16.87,38.68,1.44,22.53,0.99,4.41,273.56,58.78,96821.67,41.18,119.43, 
47.83,95.24,16.49,35.02,1.29,24.72,0.84,3.81,273.58,58.06,97383.44,41.17,119.61, 
44.37,88.24,18.52,34.56,1.24,25.11,-0.08,4.24,273.79,55.55,97852.67,41.15,119.79, 
42.13,83.18,19.79,33.52,1.19,26.34,-1.01,5.04,273.25,57.05,96707.71,41.13,119.96, 
39.9,77.42,19.31,31.29,1.09,28.77,0.06,4.22,272.95,58.47,96875.45,41.11,120.14, 
39.5,75.92,20.29,30.99,1.04,29.67,0.84,3.8,273.91,55.39,98927.7,41.09,120.32, 
39.08,75.55,23.78,31.69,1.01,30.02,0.36,3.36,274.39,54.16,99924.35,41.07,120.49, 
40.77,80.32,29,33.63,1.05,29.55,0.08,2.88,274.71,52.71,100742.95,41.05,120.67, 
42.69,85.75,38.73,39.61,1.1,26.89,-0.04,2.33,275.09,50.66,101668.03,41.03,120.85, 
42.19,85.41,44.67,42.6,1.1,25.37,-0.2,2.2,275.5,49.05,102233.73,41.01,121.02, 
34.98,69.28,29.73,34.82,0.9,31.3,-0.35,3.01,275.93,48.62,102622.05,40.99,121.2, 
30.44,59.13,21.08,28.72,0.78,34.29,-0.7,3.65,276.28,49.68,102691.89,40.97,121.37, 
28.95,55.18,18.75,27.27,0.75,34.41,-1.07,3.9,276.35,50.12,102679.31,40.95,121.55, 
37.8,71.32,22.66,32.63,0.98,30.87,-2.04,3.36,276.06,45.01,102717.11,40.89,122.08, 
42.36,80.41,23.02,35.05,1.08,29.55,-2.21,3.06,275.79,41.6,102687.8,40.86,122.25, 
42.54,81.49,21.8,34.78,1.08,28.46,-2.07,2.9,275.75,39.73,102677.73,40.84,122.43, 
37.19,70.14,17.81,30.67,0.98,30.09,-2.42,3.19,275.83,38.96,102478.34,40.82,122.61, 
30.42,55.1,13.42,25.76,0.82,32.57,-3.59,3.52,275.48,39.12,101890.13,40.8,122.78, 
27.67,48.81,11.83,23.65,0.76,34.44,-4.58,3.9,274.07,40.54,100139.35,40.78,122.96, 
25.74,44.26,11.13,22.08,0.73,36.92,-3.91,3.47,272.16,42.45,97862.55,40.75,123.13, 
26.55,46,11.53,22.48,0.78,37.43,-2.75,2.09,271.38,42.6,97619.64,40.73,123.31, 
26.75,45.65,11.77,22.82,0.8,37.24,-2.53,0.74,271.71,40.95,97899.33,40.71,123.48, 
27.71,45.94,12.07,23.27,0.82,36.02,-2.13,0.59,271.21,42.37,97148.23,40.68,123.66, 
30.47,50.02,12.76,24.88,0.88,33.71,-1.26,0.49,271.31,41.53,97953.64,40.66,123.83, 
33.54,54.34,14.63,25.11,0.93,34.34,-0.86,-0.62,272.39,39.19,100271.51,40.64,124.01, 
35.58,56.37,14.99,24.64,0.97,34.41,-1.39,-1.02,273.12,38.12,101144.01,40.61,124.18, 
34.84,53.44,13.26,22.27,0.94,34.84,-2.14,-1.09,272.81,37.76,100176.15,40.59,124.36, 
34.47,51.82,12.29,21.29,0.95,34.89,-2.25,-1.38,272.15,38.98,99406.73,40.56,124.53, 
33.82,49.67,13.14,22.29,0.97,34.43,-1.95,-1.89,272.22,39.46,99770.02,40.54,124.7, 
28.93,40.55,12.74,20.21,0.82,37.14,-1.6,-2.31,272.92,40.37,100682.73,40.51,124.88, 
0.05,0.06,0.02,0.63,0.18,78.04,14.16,-6.26,260.41,46.86,60355.53,38.56,74.02, 
0.32,0.69,0.02,0.77,0.19,78.36,15.33,-3.74,258.61,50.13,58523.54,38.68,74.51, 
0.66,1.47,0.03,1.05,0.19,77.76,14.32,-2.23,260.61,43.57,59925.29,38.72,74.68, 
1.71,3.85,0.06,1.73,0.22,75.01,12.37,-1.33,264.17,35.69,63530.57,38.75,74.85, 
2.4,5.26,0.06,2.48,0.24,73.61,13.16,1.26,262.88,39.32,62757.43,38.79,75.01, 
1.92,4.3,0.05,2.33,0.22,75.92,17.35,1.88,263.28,38.74,62509.85,38.83,75.18, 
3.12,9.62,0.09,3.24,0.25,73.55,16.68,0.5,269.79,28.16,68289.18,38.87,75.35, 
8.26,29.32,0.29,4.56,0.31,69.21,8.37,-2,275.78,24.88,75731.45,38.9,75.51, 
36.79,93.86,1.07,9.66,0.79,63.11,2.52,-4.83,277.7,25.24,80214.23,38.94,75.68, 
331.31,623.07,9.18,51.89,6.31,50.66,3.21,-6.64,279.58,22.46,83843.14,38.98,75.85, 
516,942.75,16.43,81.72,9.61,48.45,5.23,-8.31,281.34,19.03,86879.13,39.01,76.02, 
588.67,1071.75,16.64,78.41,10.96,47.04,6.33,-9.66,281.56,18,87822.98,39.05,76.18, 
533.18,974.63,13.85,61.94,10.12,47.53,6.47,-8.99,281.75,17.24,88206.36,39.09,76.35, 
516.11,951.8,12.49,54.66,9.84,47.51,6.04,-7.96,281.81,16.91,88329.29,39.12,76.52, 
510.85,940.3,11.77,54.42,9.82,47.74,5.95,-7.37,281.71,16.9,88473.7,39.16,76.69, 
507.57,923.31,10.85,56.81,9.93,48.45,6.59,-7.58,281.41,17.15,88606.29,39.19,76.86, 
491.77,872.4,8.4,52.38,9.82,50.6,7.51,-7.37,281.14,17.5,88671.27,39.23,77.02, 
467.44,806.3,6.33,45.67,9.6,53.38,8.02,-6.93,281,17.54,88707.44,39.26,77.19, 
430.09,740.06,5.17,36.97,9.31,55.45,7.9,-6.6,280.89,17.7,88800.74,39.3,77.36, 
368.76,658.26,4.49,26.54,9.07,56.52,7.38,-6.06,280.72,18.2,88952.05,39.33,77.53, 
263.25,492.73,4.18,15.52,8.47,58.73,6.63,-5.21,280.41,18.92,89033.99,39.37,77.7, 
142.79,272.12,3.63,6.78,5.64,65.3,5.81,-4.28,280.12,19.54,89064.26,39.4,77.87, 
57.14,95.52,2.94,3.36,2.56,69.1,5.16,-4.06,279.92,19.86,89138.45,39.44,78.04, 
32.79,41.08,2.54,2.22,0.32,69.64,4.8,-4.42,279.72,20.33,89224.8,39.47,78.21, 
33.84,40.78,2.39,2.02,0.3,69.38,5.07,-4.87,279.37,21.12,89300.12,39.5,78.38, 
36.61,37.54,2.09,1.55,0.21,70.1,5.75,-5.15,279.01,21.92,89392.87,39.54,78.55, 
48.35,49.34,2.06,1.48,0.22,70.03,6.4,-5.46,278.53,22.88,89358.18,39.57,78.72, 
69.48,70.45,2.02,1.38,0.21,69.6,7.18,-5.32,278.12,23.62,89207.42,39.6,78.89, 
89.63,90.6,1.95,1.27,0.21,69.14,7.66,-4.52,278.09,23.77,89317.8,39.63,79.06, 
107.39,108.49,1.96,1.22,0.22,68.39,7.29,-3.36,278.16,24.01,89581.09,39.67,79.23, 
143.41,144.91,1.88,1.13,0.23,67.45,6.53,-2.18,278.07,25.32,89687.81,39.7,79.4, 
161.69,164.18,1.81,1.05,0.24,66.45,5.36,-1.07,277.82,27.07,89734.62,39.73,79.57, 
173.87,178.76,1.78,1,0.26,65.62,3.5,0.23,277.41,28.87,89808.84,39.76,79.74, 
183.95,191.53,1.82,1,0.28,65.27,2.37,0.64,276.92,29.05,89788.55,39.8,79.91, 
198.27,206.21,1.83,1,0.3,65.43,2.56,-0.12,276.59,27.85,89686.05,39.83,80.08, 
238.28,248.41,1.78,0.99,0.33,65.49,3.03,-1.15,276.59,26.41,89746.71,39.86,80.25, 
276,288.81,1.71,0.97,0.36,65.63,3.36,-1.89,276.59,25.22,89933.48,39.89,80.42, 
310.28,324.05,1.65,0.96,0.37,66.04,3.68,-2.4,276.55,24.08,90048.88,39.92,80.59, 
336.74,350.6,1.6,0.95,0.37,66.51,3.82,-2.68,276.43,23.45,90088.95,39.95,80.76, 
352.51,366.19,1.57,0.93,0.36,66.95,3.63,-2.72,276.23,23.27,90072.65,39.98,80.94, 
350.78,362.42,1.54,0.91,0.34,67.58,3.4,-2.68,276,23.39,90074.42,40.01,81.11, 
343.96,353.57,1.51,0.86,0.31,68.05,3.17,-2.48,275.8,23.63,90140.4,40.04,81.28, 
334.88,342.13,1.47,0.79,0.27,68.24,3.02,-2.15,275.6,23.82,90172.2,40.07,81.45, 
326.15,331.15,1.43,0.73,0.24,68.17,2.97,-1.61,275.45,24.18,90198.67,40.1,81.62, 
311.4,314.8,1.42,0.68,0.22,67.61,2.69,-1.1,275.37,24.39,90285.12,40.13,81.8, 
289.47,291.36,1.41,0.62,0.2,66.71,2.25,-0.7,275.18,25.18,90339.97,40.16,81.97, 
268.67,269.64,1.4,0.55,0.19,65.38,1.77,-0.47,274.98,26.24,90398.12,40.19,82.14, 
237.01,237.68,1.38,0.5,0.19,64.59,1.08,-0.79,274.94,26.77,90551.27,40.22,82.31, 
198.09,198.67,1.38,0.48,0.19,63.79,0.52,-1.68,274.84,27.34,90726.02,40.24,82.49, 
160.44,160.96,1.4,0.49,0.18,63.19,0.43,-2.6,274.72,27.91,90854.88,40.27,82.66, 
146.86,147.35,1.38,0.48,0.18,63.86,0.38,-3.67,274.55,27.99,90944.52,40.3,82.83, 
160.63,161.07,1.31,0.49,0.17,65.42,0.77,-4.95,274.4,26.98,91025.01,40.33,83, 
160.29,160.7,1.28,0.5,0.17,65.85,1.72,-5.16,274.4,26.83,91055.3,40.36,83.18, 
177.29,177.67,1.16,0.45,0.17,65.71,2.44,-4.99,274.44,27.02,91040.88,40.38,83.35, 
149.12,149.49,1.09,0.4,0.17,64.53,2.73,-4.37,274.59,27.17,91077.84,40.41,83.52, 
108.42,108.79,1.07,0.38,0.17,62.78,2.66,-3.34,274.73,27.64,91120.4,40.44,83.7, 
84.19,84.55,1.02,0.34,0.17,62.27,2.37,-2.73,274.78,28.13,91095.98,40.46,83.87, 
62.38,62.71,0.93,0.31,0.17,62.91,2.21,-2.14,274.81,27.91,91101,40.49,84.04, 
43.8,44.09,0.86,0.36,0.17,63.75,1.67,-1.63,274.86,27.2,91218.55,40.52,84.22, 
33.69,33.99,0.78,0.41,0.17,65.73,0.65,-1.99,274.76,25.94,91379.55,40.54,84.39, 
35.84,36.13,0.72,0.35,0.17,66.73,0.27,-2.85,274.55,25.36,91509.51,40.57,84.57, 
37.56,37.85,0.66,0.31,0.17,67.09,0.67,-3.32,274.44,25.65,91519.09,40.59,84.74, 
37.35,37.75,0.63,0.29,0.17,67.38,1.27,-3.41,274.44,25.89,91495.12,40.62,84.91, 
32.86,33.55,0.6,0.28,0.17,67.7,1.96,-3.76,274.65,25.34,91623.62,40.65,85.09, 
10.59,12.15,0.62,0.31,0.17,67.18,2.58,-3.29,274.56,26.31,91766.32,40.67,85.26, 
12.22,16.35,0.74,0.44,0.18,64.77,2.65,-2.24,274.72,29,91785.27,40.69,85.44, 
10.93,18.7,0.96,0.74,0.19,62.03,1.86,-0.38,274.69,35.05,91736.95,40.72,85.61, 
10.54,19.17,1.01,0.89,0.19,61.06,0.78,-0.07,274.46,37.88,91709.99,40.74,85.79, 
8.63,16.38,1,0.92,0.19,60.73,0.14,-0.3,273.99,39.08,91740.98,40.77,85.96, 
7.2,14.23,0.97,0.92,0.19,60.52,-0.26,-0.96,273.75,39.86,91780.37,40.79,86.14, 
7.2,14.24,0.94,0.92,0.18,60.67,-0.43,-1.93,273.51,40.26,91817.33,40.82,86.31, 
8.97,16.29,0.9,0.96,0.19,60.96,-0.25,-2.98,273.4,40.63,91822.33,40.84,86.49, 
8.76,17.28,0.86,1.06,0.19,61.26,0.03,-3.7,273.29,41.71,91851.57,40.86,86.66, 
9.01,20.61,0.93,1.33,0.2,61.06,0.17,-3.63,272.9,45.17,91960.54,40.89,86.84, 
10.46,23.89,1.19,1.87,0.21,59.23,0.21,-2.75,272.65,48.18,92039.85,40.91,87.01, 
11.24,24.06,1.48,2,0.21,58.52,0.11,-1.71,272.51,49.25,92092.47,40.93,87.19, 
10.39,19.67,1.59,1.58,0.19,61.26,-0.1,-1.33,272.59,50.15,92133.48,40.95,87.37, 
9.19,15,1.64,1.35,0.18,62.29,-0.23,-1.58,273.18,50.05,92221.59,40.97,87.54, 
8.64,11.63,1.69,1.23,0.18,62.25,-0.41,-2.52,273.63,49.01,91956.7,41,87.72, 
8.67,10.16,1.74,1.18,0.17,62.24,-0.72,-4.38,273.29,47.75,90721.37,41.02,87.89, 
8.97,9.75,1.75,1.13,0.17,62,-0.6,-6.25,272.09,48.74,88704.27,41.04,88.07, 
9.85,10.43,1.78,1.11,0.17,61.51,0.36,-6.9,270.8,51.53,87202.84,41.06,88.25, 
11.7,12.23,1.8,1.11,0.17,61.71,1.06,-6.56,270.69,52.32,87375.04,41.08,88.42, 
14.85,15.13,1.82,1.09,0.16,61.73,1.01,-5.9,270.93,52.37,88267.62,41.1,88.6, 
19.41,19.68,1.81,1.04,0.16,61.7,0.57,-5.18,270.93,52.15,88995.62,41.12,88.77, 
21.22,21.49,1.79,0.98,0.16,61.53,-1.2,-5.84,270.53,51.18,89601.7,41.14,88.95, 
20.46,20.72,1.76,0.9,0.16,62.67,-3.3,-7.88,270.09,50.53,89211.45,41.16,89.13, 
18.67,18.93,1.73,0.85,0.16,62.94,-2.95,-9.13,269.12,52.4,87482.96,41.18,89.3, 
17.31,17.57,1.69,0.82,0.16,62.02,-0.26,-9.04,267.84,56.01,85455.38,41.2,89.48, 
16.9,17.16,1.66,0.8,0.16,61.11,2.95,-8.17,267.4,57.95,84412.66,41.22,89.66, 
17.55,17.81,1.66,0.79,0.16,61.14,5.47,-7.31,267.93,57.57,84543.63,41.24,89.84, 
18.75,19.02,1.68,0.79,0.16,61.37,7.07,-6.95,268.78,56.14,85138.65,41.26,90.01, 
19.45,19.73,1.7,0.79,0.16,61.25,7.74,-6.88,269.96,53.49,86271.92,41.28,90.19, 
19.47,19.76,1.71,0.78,0.16,60.22,6.89,-6.13,271.18,50.82,87772.22,41.3,90.37, 
18.71,19,1.65,0.74,0.16,58.24,4.99,-4.44,271.53,50.5,88687.6,41.32,90.54, 
18.59,18.86,1.54,0.69,0.16,56.32,3.39,-2.44,271.25,51.54,89097.92,41.33,90.72, 
14.78,15.02,1.33,0.51,0.16,55.56,2.12,-0.72,271.24,52.8,89741.62,41.35,90.9, 
12.2,12.4,1.09,0.35,0.16,57.44,0.3,-0.57,270.83,54.58,90483.8,41.37,91.08, 
13.32,13.51,1.01,0.34,0.16,58.76,-1.53,-2.18,270.02,54.89,90759.21,41.39,91.25, 
14.47,14.64,0.97,0.37,0.16,59.96,-2.54,-3.31,269.53,54.52,90565.56,41.41,91.43, 
15.68,15.85,0.96,0.45,0.16,60.95,-2.76,-4.41,269.17,53.94,90185.51,41.42,91.61, 
16.98,17.15,0.94,0.4,0.16,61.88,-2.58,-5.51,268.9,53.39,90069.06,41.44,91.79, 
18.14,18.3,0.93,0.38,0.16,62.37,-2.11,-6.35,268.68,52.98,89967.37,41.46,91.97, 
18.81,18.97,0.92,0.34,0.16,62.35,-0.81,-6.64,268.54,53.1,89689.92,41.47,92.14, 
18.91,19.07,0.91,0.32,0.16,61.84,1.19,-6.88,268.74,52.73,89489.2,41.49,92.32, 
17.55,17.73,0.92,0.32,0.16,60.55,3.1,-7.08,269.1,51.94,89334.91,41.5,92.5, 
16.95,17.15,0.92,0.31,0.16,59.71,4.46,-7.05,269.39,51.46,89150.22,41.52,92.68, 
16.88,17.1,0.92,0.31,0.17,59.12,5.38,-6.77,269.52,51.58,88786.5,41.53,92.86, 
16.93,17.18,0.92,0.31,0.17,58.61,6.04,-6.26,269.73,51.33,88518.48,41.55,93.03, 
16.82,17.1,0.92,0.3,0.17,58.63,6.39,-5.69,270.07,51.22,88356.09,41.56,93.21, 
16.62,16.93,0.91,0.3,0.17,58.43,6.68,-4.63,270.32,51.31,88103.91,41.58,93.39, 
